city,lat,lng
Homeland,33.7459,-117.1132
Fair Haven,40.3618,-74.0392
Roseland,40.8208,-74.3086
Plaquemine,30.2833,-91.2430
Clemson University,34.6750,-82.8344
Wheelersburg,38.7383,-82.8420
Aztec,36.8225,-107.9710
Lucerne Valley,34.4427,-116.9021
Corry,41.9259,-79.6358
Northlake,33.0809,-97.2548
Salton City,33.2994,-115.9609
Lauderdale-by-the-Sea,26.1991,-80.0971
Branford Center,41.2780,-72.8148
Willows,39.5149,-122.1995
New Haven,42.7306,-82.7953
Barnesville,33.0508,-84.1528
Fountainhead-Orchard Hills,39.6878,-77.7173
Paulsboro,39.8400,-75.2397
Osprey,27.1914,-82.4800
Elsmere,39.7384,-75.5946
Snowflake,34.5225,-110.0913
Ishpeming,46.4862,-87.6658
Northford,41.3949,-72.7826
University at Buffalo,43.0025,-78.7887
Willard,41.0518,-82.7232
River Park,27.3214,-80.3308
Mays Landing,39.4506,-74.7098
Southgate,27.3066,-82.5107
Clairton,40.2976,-79.8854
Crestwood,38.3355,-85.4839
Lindale,32.4933,-95.4069
Salida del Sol Estates,26.3257,-98.4469
Darlington,34.3015,-79.8670
Fruitland,44.0197,-116.9220
Gladewater,32.5426,-94.9465
Quebradillas,18.4724,-66.9350
Torrington,42.0653,-104.1737
Braidwood,41.2695,-88.2235
Three Oaks,26.4724,-81.7959
Milan,42.0816,-83.6854
Rib Mountain,44.9195,-89.6757
Ward,35.0117,-91.9577
Pine Brook,40.8676,-74.3438
East End,34.5554,-92.3261
Zephyrhills West,28.2311,-82.2052
Gardnerville,38.9390,-119.7369
Rockford,43.1267,-85.5582
Prosser,46.2068,-119.7663
Saranap,37.8878,-122.0760
De Queen,34.0426,-94.3420
Cheverly,38.9254,-76.9141
Blackwell,36.8013,-97.3009
Glendale,38.5935,-90.3826
Chillicothe,40.9158,-89.5020
Lakemoor,42.3396,-88.2039
Penn Wynne,39.9867,-75.2715
Hazardville,41.9921,-72.5344
Wesley Hills,41.1578,-74.0768
Maquoketa,42.0590,-90.6649
Oreland,40.1150,-75.1803
Gustine,37.2545,-120.9949
Paoli,40.0420,-75.4912
Oceanport,40.3160,-74.0205
Tequesta,26.9618,-80.1011
Avon,39.6442,-106.5130
Edgewood,35.1318,-106.2151
Cherryville,35.3844,-81.3781
Simsbury Center,41.8808,-72.8111
Hellertown,40.5812,-75.3378
Ocean City,30.4398,-86.6071
Harris Hill,42.9730,-78.6793
Independence,42.4621,-91.9027
Bridgewater Center,40.6037,-74.6445
Little Silver,40.3357,-74.0346
Morris Plains,40.8356,-74.4786
Everman,32.6296,-97.2827
Nolanville,31.0754,-97.6090
Lyman,34.9667,-82.1232
Gas City,40.4887,-85.5944
West Yarmouth,41.6496,-70.2487
Woodcliff Lake,41.0253,-74.0604
Palmer,61.5971,-149.1148
Adel,41.6101,-94.0124
Rancho Calaveras,38.1248,-120.8570
Northville,42.4355,-83.4890
Yabucoa,18.0464,-65.8803
Elmwood,29.9554,-90.1879
Lake City,33.8676,-79.7534
West Clarkston-Highland,46.4017,-117.0624
Tarrant,33.5945,-86.7685
DeFuniak Springs,30.7123,-86.1208
Maize,37.7749,-97.4620
Bellefonte,40.9141,-77.7683
Larose,29.5669,-90.3751
Loudon,35.7414,-84.3701
Daniels Farm,41.2778,-73.2022
Rupert,42.6189,-113.6740
Franklin,41.3936,-79.8425
Sheridan,39.6468,-105.0182
Louisville,33.1224,-89.0553
Vandalia,38.9754,-89.1117
Rittman,40.9736,-81.7850
Cidra,18.1776,-66.1580
Slinger,43.3317,-88.2798
North Sea,40.9330,-72.4047
The Village of Indian Hill,39.1916,-84.3345
Crystal Lake,28.0371,-81.9064
Raton,36.8849,-104.4396
Battlefield,37.1194,-93.3683
Bangor Base,47.7226,-122.7144
Crafton,40.4333,-80.0712
Bridgeport,33.2100,-97.7708
Hamlet,34.8892,-79.7099
East Farmingdale,40.7367,-73.4114
Churchville,40.1922,-74.9982
Barnhart,38.3360,-90.4046
Centerport,40.8951,-73.3704
Pontoon Beach,38.7208,-90.0609
Greenwood,38.8508,-94.3377
Brookville,39.8393,-84.4176
Solvang,34.5935,-120.1401
Manchester,47.5519,-122.5517
Boiling Spring Lakes,34.0327,-78.0685
Bensley,37.4470,-77.4420
Pauls Valley,34.7231,-97.2281
Truth or Consequences,33.1864,-107.2589
Somerset,40.0049,-79.0778
Erwin,36.1456,-82.4115
Dickson City,41.4684,-75.6358
Eudora,38.9345,-95.0956
Port Clinton,41.5094,-82.9385
North Fort Lewis,47.1222,-122.5962
Doolittle,26.3597,-98.1167
Midway,40.5183,-111.4746
Fruit Heights,41.0277,-111.9082
Jamul,32.7184,-116.8709
Wilmore,37.8786,-84.6545
Nazareth,40.7400,-75.3131
Buena Vista,43.4176,-83.9005
Pevely,38.2867,-90.3988
Moores Mill,34.8491,-86.5222
Mulvane,37.4789,-97.2724
Harriman,35.9307,-84.5602
Williamson,34.7082,-112.5343
Hilton,43.2900,-77.7925
Holly,42.7987,-83.6220
Alpine,30.3640,-103.6650
East Aurora,42.7667,-78.6172
Gardiner,44.1910,-69.7921
Cumberland,39.7843,-85.9458
Fort Myers Shores,26.7135,-81.7384
Lewistown,47.0514,-109.4524
Kingston,35.8713,-84.4959
Enola,40.2908,-76.9348
Edna,28.9757,-96.6483
Kermit,31.8540,-103.0924
Packanack Lake,40.9382,-74.2564
Kennett Square,39.8438,-75.7113
Waterville,41.5015,-83.7367
Sharon Hill,39.9075,-75.2679
Richmond,39.2755,-93.9729
Wayne,42.2379,-97.0101
Yarmouth Port,41.7091,-70.2225
Metropolis,37.1565,-88.7082
Elburn,41.8852,-88.4606
Indian Hills,39.0894,-119.7977
Lakehills,29.6237,-98.9448
Bartonville,40.6397,-89.6607
Gray,29.6780,-90.7831
Belding,43.0968,-85.2331
Littlefield,33.9192,-102.3348
Lakeview,40.6775,-73.6493
Lake Mohegan,41.3165,-73.8475
Clearfield,41.0216,-78.4390
Geneva,41.8007,-80.9461
Oelwein,42.6715,-91.9131
East Flat Rock,35.2802,-82.4171
Aubrey,33.2874,-96.9622
Moosic,41.3584,-75.7027
Groveport,39.8586,-82.8978
Norwood,39.8864,-75.2964
Riverside,39.4784,-76.2398
Hudson,42.2515,-73.7859
Gilbertsville,40.3219,-75.6090
Tea,43.4564,-96.8257
Manasquan,40.1186,-74.0450
Iroquois Point,21.3218,-157.9803
Lake Bluff,42.2826,-87.8510
Monroeville,31.5162,-87.3279
Pollock Pines,38.7575,-120.5921
Village of Oak Creek,34.7813,-111.7606
Wake Village,33.4238,-94.1270
Pleasure Point,36.9619,-121.9715
Mocksville,35.9007,-80.5631
Estes Park,40.3699,-105.5217
Salamanca,42.1631,-78.7233
West Bountiful,40.8984,-111.9082
District Heights,38.8588,-76.8885
Rochester Institute of Technology,43.0827,-77.6715
Watford City,47.8027,-103.2678
Stokesdale,36.2318,-79.9834
Holdenville,35.0838,-96.4017
Stroudsburg,40.9838,-75.1972
Ave Maria,26.3218,-81.4397
Los Ranchos de Albuquerque,35.1625,-106.6482
McKees Rocks,40.4688,-80.0630
Cottonwood,40.3903,-122.3156
Conley,33.6399,-84.3376
Jonesborough,36.2959,-82.4766
Peoria Heights,40.7466,-89.5700
Asbury,42.5120,-90.7802
Dallas,35.3169,-81.1830
Westville,41.5376,-86.9049
Dulles Town Center,39.0265,-77.4196
Beardstown,39.9993,-90.4178
Naples Manor,26.0892,-81.7254
Estherville,43.3997,-94.8342
Finderne,40.5626,-74.5743
Cheshire Village,41.5041,-72.8969
Edgerton,42.8385,-89.0699
Belmar,40.1798,-74.0255
South Gate Ridge,27.2856,-82.4970
Patterson,29.6910,-91.3096
Belle Mead,40.4684,-74.6559
Leisure Village,40.0445,-74.1852
Blaine,48.9839,-122.7414
Swartz Creek,42.9631,-83.8251
Hightstown,40.2686,-74.5253
Old Tappan,41.0163,-73.9855
North Hobbs,32.7731,-103.1250
Mount Arlington,40.9190,-74.6390
Willow Springs,41.7333,-87.8859
Media,39.9199,-75.3889
Slaton,33.4421,-101.6476
Petoskey,45.3649,-84.9888
Port LaBelle,26.7565,-81.3827
Silver Lake,34.1409,-77.9089
Freeport,30.5039,-86.1391
Bright,39.2254,-84.8613
Montrose-Ghent,41.1538,-81.6437
Hidden Valley Lake,38.8005,-122.5505
Richmond,42.8094,-82.7518
Newtown Grant,40.2619,-74.9481
Attalla,34.0050,-86.1039
Finley,46.1697,-119.0447
Tehaleh,47.1165,-122.1824
Bay Harbor Islands,25.8877,-80.1334
Kathleen,28.1224,-82.0387
Yoakum,29.2934,-97.1468
Fort Wright,39.0463,-84.5362
Alma,35.4919,-94.2165
Carterville,37.7630,-89.0841
Benton Park,35.3463,-119.0297
Ulysses,37.5774,-101.3546
Hockinson,45.7302,-122.4833
Princeton,37.3689,-81.0961
Columbia,31.2564,-89.8266
Turpin Hills,39.1063,-84.3703
Cameron Park,25.9706,-97.4775
Keyes,37.5573,-120.9114
Bulverde,29.7744,-98.4364
Medina,43.2197,-78.3888
Sierra View,41.0006,-75.4455
Mattydale,43.0992,-76.1388
Windcrest,29.5150,-98.3818
Cambria,35.5520,-121.0838
Du Quoin,38.0019,-89.2323
Millersville,36.3969,-86.7111
Glendora,39.8405,-75.0677
Villa Park,33.8180,-117.8104
Country Knolls,42.9085,-73.8070
South Hooksett,43.0331,-71.4254
Pass Christian,30.3270,-89.2436
Woodstock,38.8750,-78.5160
International Falls,48.5884,-93.4084
Hartford City,40.4537,-85.3736
Childress,34.4293,-100.2516
Belvedere,33.5370,-81.9424
Germantown,39.6325,-84.3645
Jamesburg,40.3493,-74.4399
East Alton,38.8840,-90.1074
Wolfforth,33.5147,-102.0067
Old Bethpage,40.7558,-73.4545
Granville,40.0646,-82.5024
Wappingers Falls,41.5984,-73.9181
Plymouth,41.2404,-75.9507
Monticello,36.8412,-84.8502
Eaton,40.5257,-104.7130
Las Flores,33.5840,-117.6237
Starke,29.9474,-82.1129
Greenbrier,35.2289,-92.3836
Dos Palos,36.9854,-120.6338
The Meadows,27.3647,-82.4716
Union Beach,40.4454,-74.1699
Waimanalo,21.3421,-157.7303
Paola,38.5788,-94.8617
Central City,37.2963,-87.1280
Ephraim,39.3563,-111.5845
New Holland,40.1008,-76.0900
Washingtonville,41.4297,-74.1577
Ranchettes,41.2186,-104.7729
Sherwood Manor,42.0101,-72.5667
Snyderville,40.7041,-111.5434
Punxsutawney,40.9438,-78.9767
Grafton,41.2809,-82.0380
Rancho Murieta,38.5085,-121.0716
Sandersville,32.9827,-82.8089
Cocoa West,28.3591,-80.7713
Schlusser,40.2433,-77.1802
Carlinville,39.2775,-89.8762
Oxford,39.7858,-75.9801
Mount Carmel,40.7959,-76.4119
Anadarko,35.0650,-98.2443
Covington,37.7786,-79.9867
Marion,36.8379,-81.5156
Elsa,26.2978,-97.9936
Waynesboro,33.0909,-82.0145
Evansville,42.7781,-89.2967
Fairview,34.9295,-85.2940
Glencoe,44.7699,-94.1510
Rincon Valley,32.1101,-110.6889
Selinsgrove,40.8003,-76.8646
San Leon,29.4902,-94.9405
Northfield,42.1025,-87.7791
Walkertown,36.1576,-80.1641
Campbelltown,40.2760,-76.5829
Zeeland,42.8139,-86.0129
Otis Orchards-East Farms,47.7030,-117.0854
Wyndmoor,40.0856,-75.1941
Dumfries,38.5670,-77.3233
Salida,38.5298,-105.9979
Grayson Valley,33.6467,-86.6417
Spring Grove,42.4545,-88.2399
East Harwich,41.7081,-70.0339
Milton,42.7750,-88.9429
Spring Ridge,39.4043,-77.3405
Shippensburg,40.0484,-77.5227
Byron,32.6476,-83.7539
Hempstead,30.1006,-96.0777
Poolesville,39.1423,-77.4102
Pelham Manor,40.8930,-73.8058
Leesville,31.1324,-93.2673
Emporia,36.6953,-77.5356
Dowagiac,41.9834,-86.1126
Weiser,44.2547,-116.9689
Pontotoc,34.2531,-89.0091
Peculiar,38.7306,-94.4735
North Scituate,42.2121,-70.7652
Dayton,39.1127,-84.4639
Hillsboro,39.1752,-89.4723
Livingston,30.7100,-94.9381
Belle Fourche,44.6640,-103.8564
Preston,42.0989,-111.8802
Berryville,36.3710,-93.5704
Rio Pinar,28.5271,-81.2628
Norwood,40.9933,-73.9510
Carver,44.7648,-93.6537
El Granada,37.5134,-122.4657
Fort Myers Beach,26.4308,-81.9146
New Brighton,40.7355,-80.3090
Chackbay,29.8809,-90.7750
Henryetta,35.4417,-95.9864
Eastman,32.1973,-83.1714
Bonadelle Ranchos,36.9688,-119.8927
Peppermill Village,38.8939,-76.8878
Hutchins,32.6421,-96.7093
Strawberry,37.8925,-122.5078
Ettrick,37.2435,-77.4287
Four Corners,45.6697,-111.1785
Hollidaysburg,40.4311,-78.3930
Highland Lakes,33.3973,-86.6495
Offutt AFB,41.1207,-95.9209
Krum,33.2655,-97.2252
Surfside,25.8787,-80.1250
Nashville,35.9693,-77.9554
Homer,59.6530,-151.5255
Sylvester,31.5300,-83.8338
Grosse Pointe,42.3915,-82.9118
Holtville,32.8129,-115.3779
East Quogue,40.8489,-72.5785
Cut Off,29.5164,-90.3291
Winston,43.1201,-123.4246
Tracyton,47.6094,-122.6533
McKenzie,36.1372,-88.5077
Creswell,43.9212,-123.0160
Noroton,41.0595,-73.4922
Mena,34.5812,-94.2369
Polk City,41.7779,-93.7134
Fruitland,38.3214,-75.6246
Palmerton,40.8023,-75.6160
Houghton Lake,44.3019,-84.7491
La Habra Heights,33.9603,-117.9510
Bear Valley Springs,35.1740,-118.6532
Fruitridge Pocket,38.5326,-121.4558
Bellevue,39.1012,-84.4775
Deschutes River Woods,43.9887,-121.3608
Kings Point,40.8161,-73.7405
White Rock,35.8075,-106.2067
Bliss Corner,41.6053,-70.9421
New Whiteland,39.5617,-86.0994
Monaca,40.6833,-80.2736
Waterford,42.7645,-88.2160
East Hampton North,40.9728,-72.1892
Lyons,40.6811,-74.5493
Kodiak,57.7934,-152.4059
Cottleville,38.7512,-90.6581
Franklin Center,40.5321,-74.5415
Lake Goodwin,48.1343,-122.2785
East Moriches,40.8085,-72.7573
Obetz,39.8671,-82.9451
Perry,41.4648,-112.0401
New Carlisle,39.9446,-84.0257
Ashton-Sandy Spring,39.1515,-77.0065
Chisago City,45.3473,-92.9116
Parker,33.0571,-96.6244
Adel,31.1264,-83.4229
Pawcatuck,41.3774,-71.8492
Dove Valley,39.5752,-104.8309
Citrus Park,33.5300,-112.4441
Greenville,41.4051,-80.3836
Red Oak,41.0140,-95.2250
White City,40.5666,-111.8636
Hidden Valley,39.1672,-84.8444
White Hall,34.2741,-92.1006
Cape May Court House,39.0788,-74.8205
Lafayette,36.5241,-86.0304
Odessa,38.9988,-93.9666
Towaco,40.9263,-74.3451
Pahokee,26.8202,-80.6621
Rainsville,34.4938,-85.8436
Northchase,34.3049,-77.8754
Williams,39.1498,-122.1389
Rothschild,44.8761,-89.6173
Berlin,43.9704,-88.9504
Siesta Key,27.2779,-82.5516
Silver Lakes,34.7515,-117.3430
Happy Valley,40.4662,-122.4207
Trenton,40.0818,-93.6030
North Windham,43.8233,-70.4293
Wilmington,41.3207,-88.1640
Somerdale,39.8455,-75.0218
New Castle,39.6681,-75.5697
Chestertown,39.2182,-76.0714
Cave Springs,36.2701,-94.2227
Spring Valley,41.3362,-89.2038
Maplewood,47.3715,-122.5689
Palermo,39.4313,-121.5225
Guánica,17.9698,-66.9309
Muleshoe,34.2292,-102.7284
Walterboro,32.9010,-80.6760
Laurel Bay,32.4599,-80.7869
Piedmont,34.7074,-82.4651
Coraopolis,40.5148,-80.1627
Exeter,41.3337,-75.8213
Bryn Mawr,40.0208,-75.3161
DeWitt,41.8227,-90.5448
Credit River,44.6744,-93.3791
Boothwyn,39.8357,-75.4454
Sinton,28.0392,-97.5153
Caruthersville,36.1814,-89.6664
Eureka,40.7148,-89.2775
Prairie du Chien,43.0429,-91.1372
Kaser,41.1214,-74.0684
East Port Orchard,47.5194,-122.6183
Ranson,39.3250,-77.8667
Jackson,33.2920,-83.9679
St. Paul Park,44.8359,-92.9949
Beckett,39.7559,-75.3569
St. Clair,42.8262,-82.4930
Dripping Springs,30.1960,-98.0938
Holdrege,40.4394,-99.3773
White City,27.3721,-80.3404
Anamosa,42.1091,-91.2758
Boulder Creek,37.1341,-122.1272
Walton,38.8645,-84.6122
Monticello,40.7455,-86.7668
Carlisle,39.5807,-84.3201
Mount Carmel,36.5620,-82.6618
Lake Holiday,41.6159,-88.6683
Tonganoxie,39.1088,-95.0811
Bowie,33.5566,-97.8440
Glasgow Village,38.7578,-90.1984
Columbus,43.3354,-89.0300
Paxtonia,40.3166,-76.7884
Marlin,31.3085,-96.8934
McGregor,31.4186,-97.4283
Ellisburg,39.9199,-75.0093
East Pasadena,34.1378,-118.0776
Bessemer City,35.2840,-81.2828
Eldorado at Santa Fe,35.5273,-105.9340
Zephyrhills South,28.2152,-82.1886
Schriever,29.7333,-90.8310
Rockwood,35.8692,-84.6731
Tice,26.6756,-81.8166
Douglass Hills,38.2367,-85.5499
Leakesville,31.1497,-88.5557
Sayre,41.9856,-76.5207
Sultan,47.8710,-121.8043
Sayre,35.2966,-99.6286
Shillington,40.3029,-75.9670
Shaw Heights,39.8566,-105.0391
Silver Hill,38.8392,-76.9367
Luling,29.6814,-97.6468
Osceola,41.0304,-93.7840
Atlanta,33.1136,-94.1672
Macon,39.7426,-92.4711
New Hempstead,41.1488,-74.0485
Tyrone,40.6764,-78.2460
St. Martinville,30.1263,-91.8319
Algona,43.0743,-94.2311
Dunlap,35.3675,-85.3899
Sunset,41.1392,-112.0285
Fairport,43.0990,-77.4427
Posen,41.6290,-87.6859
Smiths Station,32.5280,-85.0943
Ripley,34.7321,-88.9444
Chelsea,42.3132,-84.0188
Belleview,29.0608,-82.0565
West Modesto,37.6178,-121.0346
Fulton,39.1516,-76.9163
Columbia Falls,48.3708,-114.1902
Philomath,44.5423,-123.3599
Albion,43.2460,-78.1902
Chesterbrook,40.0735,-75.4582
St. Helena,38.5063,-122.4682
North Hills,40.7765,-73.6778
Rockdale,30.6543,-97.0089
East Porterville,36.0581,-118.9749
Fort Rucker,31.3428,-85.7154
Wellston,39.1172,-82.5375
Sheldon,43.1797,-95.8437
Forest,32.3595,-89.4761
Williamsville,42.9623,-78.7418
Walnut Ridge,36.0848,-90.9467
Laie,21.6442,-157.9279
Warren,33.6113,-92.0678
Spirit Lake,43.4176,-95.1109
Dundee,41.9642,-83.6636
Colona,41.4678,-90.3446
Colby,39.3848,-101.0452
Manchester,39.6585,-76.8881
Deer Park,39.2039,-84.3978
Hollywood,32.7520,-80.2118
Balm,27.7542,-82.2882
Iola,37.9274,-95.4006
Temple,33.7342,-85.0289
Waipio Acres,21.4688,-158.0173
Centerville,40.7292,-92.8716
Merion Station,40.0035,-75.2501
Grandwood Park,42.3927,-87.9890
Ellenton,27.5269,-82.5258
Sansom Park,32.8027,-97.4021
Toronto,40.4581,-80.6095
Imperial,38.3673,-90.3705
Lake Barrington,42.2121,-88.1684
Carle Place,40.7499,-73.6124
Dundee,28.0115,-81.5995
Olyphant,41.4506,-75.5753
North Fond du Lac,43.8107,-88.4860
Quantico Base,38.5228,-77.3186
Waynesville,37.8201,-92.2202
Clarinda,40.7377,-95.0338
Wilmer,32.5983,-96.6815
Winterset,41.3450,-94.0138
Kayenta,36.7144,-110.2590
Ione,38.3613,-120.9422
Brownfields,30.5467,-91.1225
Cameron,30.8608,-96.9763
Cicero,40.1246,-86.0242
La Crescent,43.8300,-91.3042
Montevideo,44.9505,-95.7153
Angier,35.5116,-78.7402
Englewood Cliffs,40.8823,-73.9467
Ceiba,18.2650,-65.6488
Roanoke,33.1453,-85.3694
Rusk,31.7978,-95.1489
Hampton Manor,42.6197,-73.7288
Suncrest,47.8297,-117.6056
Glencoe,33.9447,-85.9322
Swannanoa,35.6009,-82.3917
Wheatley Heights,40.7624,-73.3705
Guadalupe,33.3665,-111.9633
South Pasadena,27.7526,-82.7394
Briar Chapel,35.8241,-79.1168
Vauxhall,40.7174,-74.2838
Margate City,39.3307,-74.5070
Rensselaer,40.9375,-87.1684
Moab,38.5701,-109.5478
Eagleton Village,35.7882,-83.9363
California,40.0692,-79.9152
Lochmoor Waterway Estates,26.6447,-81.9098
South Highpoint,27.9086,-82.7162
Chena Ridge,64.7941,-148.0357
New Burlington,39.2628,-84.5501
Weldon Spring,38.7119,-90.6513
Okeechobee,27.2413,-80.8298
Benson,31.9157,-110.3257
Islip Terrace,40.7503,-73.1869
Neshanic Station,40.5291,-74.7358
Canal Fulton,40.8895,-81.5882
Grambling,32.5275,-92.7124
Fort Pierce South,27.4098,-80.3539
Black Diamond,47.3130,-122.0181
Clementon,39.8046,-74.9850
Kensington,37.9083,-122.2805
Verdigris,36.2536,-95.6600
Reminderville,41.3338,-81.4018
Crosspointe,38.7253,-77.2638
Brush,40.2598,-103.6323
Palm Springs North,25.9351,-80.3339
Fabens,31.5136,-106.1521
Whiskey Creek,26.5733,-81.8903
Shady Hollow,30.1645,-97.8631
Blakely,31.3827,-84.9228
Fox Chapel,40.5247,-79.8898
Peñuelas,18.0595,-66.7206
Cramerton,35.2343,-81.0734
Margaret,33.6734,-86.4680
Ballston Spa,43.0068,-73.8525
Marlene Village,45.5173,-122.8199
Byram,41.0011,-73.6528
Salem,39.5681,-75.4724
Lewisburg,40.9641,-76.8901
Berkeley,41.8891,-87.9115
Thatcher,32.8323,-109.7595
Lehighton,40.8306,-75.7165
Central,34.7235,-82.7788
Whitfield,40.3362,-76.0053
Springfield,42.3246,-85.2371
Crawfordville,30.1996,-84.3634
Richlands,37.0878,-81.8081
Liberty Hill,30.6638,-97.9063
Orchard Homes,46.8559,-114.0778
Firthcliffe,41.4408,-74.0353
Hyde Park,41.8008,-111.8121
Titusville,41.6273,-79.6699
Chester,34.7051,-81.2132
Moyock,36.5165,-76.1728
Pleasant Run,39.2927,-84.5757
Brewton,31.1113,-87.0737
Woodside,37.4221,-122.2586
Tipton,40.2820,-86.0423
Chadron,42.8260,-103.0025
West Salem,43.8989,-91.0882
Chardon,41.5798,-81.2070
West Ocean City,38.3466,-75.1122
Town and Country,47.7259,-117.4220
St. Robert,37.8244,-92.1532
Schuylkill Haven,40.6283,-76.1729
Duquesne,40.3732,-79.8502
Uhrichsville,40.4005,-81.3515
Suncook,43.1382,-71.4530
Pennside,40.3384,-75.8764
Bargaintown,39.3687,-74.5924
Falcon Heights,44.9899,-93.1770
Yosemite Lakes,37.1885,-119.7723
Gladstone,45.8521,-87.0358
Breckenridge,32.7566,-98.9125
Williamsburg,36.7393,-84.1647
Highwood,42.2060,-87.8128
Williamston,35.8465,-77.0661
Big Stone Gap,36.8626,-82.7769
Center,31.7930,-94.1795
Lemmon Valley,39.6879,-119.8364
Primera,26.2237,-97.7529
Polson,47.6886,-114.1411
Coal City,41.2772,-88.2803
Apple Valley,40.4389,-82.3481
Tillamook,45.4562,-123.8331
Nassau Bay,29.5448,-95.0865
Ashland City,36.2607,-87.0412
Sparks,31.6727,-106.2399
Venus,32.4317,-97.1018
New Martinsville,39.6635,-80.8569
Mayflower Village,34.1160,-118.0096
Doffing,26.2788,-98.3856
Vancleave,30.5483,-88.6675
Vinita,36.6375,-95.1725
Troy Hills,40.8483,-74.3993
Fortville,39.9246,-85.8466
Tucumcari,35.1700,-103.7046
Glennville,31.9379,-81.9305
Porter,41.6257,-87.0801
Tara Hills,37.9939,-122.3188
Buckhannon,38.9927,-80.2281
Eaton Rapids,42.5091,-84.6531
Windsor Heights,41.6045,-93.7128
Naples Park,26.2633,-81.8094
Bolivar,35.2645,-89.0118
West Pleasant View,39.7320,-105.1785
Utica,42.6290,-83.0218
Hazard,37.2584,-83.1977
North Oaks,45.1002,-93.0882
Elmsford,41.0541,-73.8143
Calistoga,38.5818,-122.5824
Buckley,47.1615,-122.0200
Rainbow Springs,29.0940,-82.4408
Brookshire,29.7824,-95.9514
James City,35.0592,-77.0200
Trooper,40.1489,-75.3991
Johnstown,40.1500,-82.6881
Northwood,41.6089,-83.4837
Allegan,42.5299,-85.8462
Hugo,34.0118,-95.5115
Veneta,44.0471,-123.3514
Mechanicville,42.9036,-73.6894
Mayville,43.4986,-88.5474
Connell,46.6622,-118.8405
Tallassee,32.5315,-85.8903
Collegeville,40.1873,-75.4581
Bangor,40.8678,-75.2085
Bristol,42.5377,-88.0151
Pana,39.3829,-89.0642
Wildwood,38.9881,-74.8195
Lawnton,40.2653,-76.7984
Ampere North,40.7758,-74.1918
Camilla,31.2337,-84.2088
Eagleville,40.1599,-75.4089
Granite Shoals,30.5894,-98.3671
Midfield,33.4553,-86.9224
Pearl Beach,42.6295,-82.5834
Layhill,39.0871,-77.0404
Old Fig Garden,36.7989,-119.8052
Cherokee,42.7499,-95.5529
Blauvelt,41.0689,-73.9545
Morganville,40.3756,-74.2444
Buellton,34.6152,-120.1943
East Freehold,40.2718,-74.2425
Linton,39.0354,-87.1577
Battlement Mesa,39.4506,-108.0063
Shanor-Northvue,40.9104,-79.9157
Alexandria,40.2630,-85.6737
Helena Valley Northwest,46.7289,-112.0631
West Hills,40.8199,-73.4339
Lawrenceburg,39.0986,-84.8713
Port Isabel,26.0540,-97.2505
Samsula-Spruce Creek,29.0484,-81.0628
Penn Yan,42.6609,-77.0535
Fort Meade,27.7645,-81.8058
Santa Isabel,17.9691,-66.4051
Oakwood,34.2236,-83.8851
Comstock Northwest,42.3219,-85.5180
North Alamo,26.2160,-98.1264
West Hazleton,40.9701,-76.0142
Pupukea,21.6511,-158.0437
Brady,31.1322,-99.3700
Glenwood,41.0446,-95.7406
Kingsford,45.8061,-88.0995
The Pinehills,41.8946,-70.5966
Semmes,30.7899,-88.2389
Theodore,30.5408,-88.1885
Chain Lake,47.9028,-121.9850
Medina,35.8152,-88.7901
Madisonville,35.5232,-84.3630
Monee,41.4181,-87.7502
Goddard,37.6652,-97.5617
Silver Springs,39.3826,-119.2148
Senoia,33.3082,-84.5546
Fishhook,61.7199,-149.2621
Tontitown,36.1642,-94.2457
Davison,43.0318,-83.5187
Rockmart,34.0103,-85.0440
Manchester,42.4854,-91.4557
Hendron,37.0350,-88.6427
Abingdon,39.4629,-76.2754
Mead,40.2318,-104.9911
Ledgewood,40.8769,-74.6724
Zapata,26.9026,-99.2612
Lake City,44.4453,-92.2796
Alvarado,32.4068,-97.2149
Birdsboro,40.2619,-75.8099
Naguabo,18.2117,-65.7370
Pinckneyville,38.0851,-89.3717
Elverta,38.7185,-121.4455
Three Points,32.0596,-111.2866
Flagler Beach,29.4716,-81.1303
Delhi Hills,39.0871,-84.6177
Rigby,43.6734,-111.9132
Sandy Oaks,29.1821,-98.4081
Iowa Falls,42.5190,-93.2662
Albertson,40.7715,-73.6482
Wind Lake,42.8239,-88.1563
Morris,45.5857,-95.9046
Dorneyville,40.5762,-75.5194
Clarks Summit,41.4902,-75.7065
Redwood Falls,44.5470,-95.1031
Twin Lakes,36.9646,-121.9896
Ironwood,46.4522,-90.1505
Ada,40.7681,-83.8251
Turtle Creek,40.4085,-79.8214
St. Augustine South,29.8449,-81.3156
Daytona Beach Shores,29.1696,-80.9796
St. Clairsville,40.0791,-80.8997
Hampton,39.4237,-76.5685
Concordia,39.5669,-97.6467
Candlewick Lake,42.3525,-88.8694
Saranac Lake,44.3252,-74.1309
Winona Lake,41.2166,-85.8105
Raynham Center,41.9327,-71.0431
West York,39.9534,-76.7610
Savannah,39.9391,-94.8279
Milan,41.4415,-90.5593
Kahaluu,21.4575,-157.8453
Frankenmuth,43.3322,-83.7391
King City,45.4012,-122.8069
Sea Cliff,40.8441,-73.6442
Cherokee Village,36.2959,-91.5696
Tichigan,42.8087,-88.2150
Big Bear Lake,34.2429,-116.8951
Bluefield,37.2351,-81.2751
Timber Pines,28.4690,-82.5999
